,country,year,life_expectancy
52327,Equatorial Guinea,1866,29.8
52328,Eritrea,1866,30.2
52330,Estonia,1866,33.02
52331,Ethiopia,1866,24.0
52334,Fiji,1866,26.1
52335,Finland,1866,28.74
52336,France,1866,41.83
52337,French Guiana,1866,30.5
52338,French Polynesia,1866,25.6
52339,Gabon,1866,30.6
52340,Gambia,1866,28.8
52341,Georgia,1866,30.3
52342,Germany,1866,38.37
52343,Ghana,1866,28.0
52345,Greece,1866,36.6
52346,Greenland,1866,33.87
52347,Grenada,1866,37.3
52348,Guadeloupe,1866,27.66
52349,Guam,1866,27.5
52350,Guatemala,1866,25.81
52352,Guinea,1866,30.18
52353,Guinea-Bissau,1866,32.0
52354,Guyana,1866,31.12
52355,Haiti,1866,29.0
52357,Honduras,1866,33.9
52358,"Hong Kong, China",1866,34.9
52359,Hungary,1866,36.0
52360,Iceland,1866,27.2
52361,India,1866,21.04
52362,Indonesia,1866,30.0
52363,Iran,1866,25.6
52364,Iraq,1866,31.2
52365,Ireland,1866,40.15
52367,Israel,1866,32.0
52368,Italy,1866,29.69
52369,Jamaica,1866,34.2
52370,Japan,1866,36.46
52372,Jordan,1866,31.7
52373,Kazakhstan,1866,24.63
52374,Kenya,1866,25.5
52375,Kiribati,1866,24.9
52376,North Korea,1866,26.0
52377,South Korea,1866,25.8
52380,Kuwait,1866,26.0
52381,Kyrgyz Republic,1866,22.37
52382,Lao,1866,31.9
52383,Latvia,1866,34.99
52384,Lebanon,1866,29.7
52385,Lesotho,1866,32.8
52386,Liberia,1866,31.1
52387,Libya,1866,33.1
52389,Lithuania,1866,28.9
52390,Luxembourg,1866,36.9
52391,"Macao, China",1866,34.7
52392,"Macedonia, FYR",1866,36.1
52393,Madagascar,1866,30.5
52394,Malawi,1866,30.3
52395,Malaysia,1866,30.6
52396,Maldives,1866,32.65
52397,Mali,1866,26.41
52398,Malta,1866,28.7
52400,Martinique,1866,30.15
52401,Mauritania,1866,32.0
52402,Mauritius,1866,29.39
52403,Mayotte,1866,32.5
52404,Mexico,1866,26.9
52405,"Micronesia, Fed. Sts.",1866,26.7
52406,Moldova,1866,33.15
52408,Mongolia,1866,31.8
52409,Montenegro,1866,35.4
52411,Morocco,1866,33.1
52412,Mozambique,1866,30.28
52413,Myanmar,1866,30.8
52414,Namibia,1866,32.4
52416,Nepal,1866,32.8
52417,Netherlands,1866,33.64
52418,Netherlands Antilles,1866,34.41
52419,New Caledonia,1866,26.0
52420,New Zealand,1866,34.05
52422,Nicaragua,1866,25.4
52423,Niger,1866,30.8
52424,Nigeria,1866,30.4
52429,Norway,1866,49.92
52430,Oman,1866,32.3
52431,Pakistan,1866,25.8
52433,Panama,1866,32.9
52434,Papua New Guinea,1866,31.5
52435,Paraguay,1866,35.5
52436,Peru,1866,35.7
52437,Philippines,1866,30.9
52439,Poland,1866,35.9
52440,Portugal,1866,35.6
52441,Puerto Rico,1866,30.43
52442,Qatar,1866,30.8
52443,Reunion,1866,33.0
52444,Romania,1866,35.7
52445,Russia,1866,29.57
52446,Rwanda,1866,31.8
52450,St. Lucia,1866,28.01
52452,St. Vincent and the Grenadines,1866,25.99
52454,Samoa,1866,25.4
52456,Sao Tome and Principe,1866,31.0
52457,Saudi Arabia,1866,32.1
52458,Senegal,1866,25.2
52459,Serbia,1866,35.5
52462,Seychelles,1866,37.0
52463,Sierra Leone,1866,25.1
52464,Singapore,1866,34.0
52465,Slovak Republic,1866,36.4
52466,Slovenia,1866,36.6
52467,Solomon Islands,1866,25.1
52468,Somalia,1866,29.4
52470,South Africa,1866,33.5
52472,Spain,1866,29.5
52473,Sri Lanka,1866,32.6
52474,Sudan,1866,31.4
52475,Suriname,1866,32.9
52477,Swaziland,1866,32.3
52478,Sweden,1866,44.73
52479,Switzerland,1866,38.0
52480,Syria,1866,31.1
52481,Taiwan,1866,28.3
52482,Tajikistan,1866,22.66
52483,Tanzania,1866,32.2
52484,Thailand,1866,30.4
52485,Timor-Leste,1866,28.95
52486,Togo,1866,31.3
52488,Tonga,1866,28.2
52490,Trinidad and Tobago,1866,38.8
52491,Tunisia,1866,28.8
52492,Turkey,1866,35.0
52493,Turkmenistan,1866,21.5
52496,Uganda,1866,25.3
52497,Ukraine,1866,36.6
52498,United Arab Emirates,1866,30.7
52499,United Kingdom,1866,40.41
52500,United States,1866,39.41
52501,Uruguay,1866,32.9
52503,Uzbekistan,1866,25.35
52505,Vanuatu,1866,24.3
52506,Venezuela,1866,32.2
52507,West Bank and Gaza,1866,32.1
52509,Western Sahara,1866,34.75
52510,Vietnam,1866,32.0
52511,Virgin Islands (U.S.),1866,33.4
52514,Yemen,1866,23.39
52516,Zambia,1866,32.6
52517,Zimbabwe,1866,33.7
52519,South Sudan,1866,26.67
53041,Afghanistan,1867,27.52
53043,Albania,1867,35.4
53044,Algeria,1867,21.0
53047,Angola,1867,26.98
53049,Antigua and Barbuda,1867,33.54
53050,Argentina,1867,33.2
53051,Armenia,1867,31.9
53052,Aruba,1867,34.42
53053,Australia,1867,34.05
53054,Austria,1867,34.4
53055,Azerbaijan,1867,27.07
53056,Bahamas,1867,35.18
53057,Bahrain,1867,30.3
53058,Bangladesh,1867,25.5
53059,Barbados,1867,32.12
53060,Belarus,1867,36.2
53061,Belgium,1867,43.08
53062,Belize,1867,26.5
53063,Benin,1867,31.0
53065,Bhutan,1867,28.8
53066,Bolivia,1867,33.0
53067,Bosnia and Herzegovina,1867,35.1
53068,Botswana,1867,33.6
53069,Brazil,1867,31.99
53071,Brunei,1867,29.2
53072,Bulgaria,1867,38.75
53073,Burkina Faso,1867,29.2
53074,Burundi,1867,31.5
53075,Cambodia,1867,35.0
53076,Cameroon,1867,28.75
53077,Canada,1867,42.17
53078,Cape Verde,1867,33.8
53080,Central African Republic,1867,30.0
53081,Chad,1867,30.9
53083,Chile,1867,32.0
53084,China,1867,31.83
53087,Colombia,1867,32.0
53088,Comoros,1867,32.1
53089,"Congo, Dem. Rep.",1867,31.6
53090,"Congo, Rep.",1867,32.7
53092,Costa Rica,1867,30.21
53093,Cote d'Ivoire,1867,31.16
53094,Croatia,1867,36.1
53095,Cuba,1867,31.68
53096,Cyprus,1867,38.51
53097,Czech Republic,1867,34.95
53099,Denmark,1867,44.97
53100,Djibouti,1867,29.9
53102,Dominican Republic,1867,29.9
53104,Ecuador,1867,32.9
53105,Egypt,1867,33.0
53106,El Salvador,1867,28.7
53107,Equatorial Guinea,1867,29.8
53108,Eritrea,1867,30.2
53110,Estonia,1867,35.08
53111,Ethiopia,1867,29.7
53114,Fiji,1867,26.1
53115,Finland,1867,25.33
53116,France,1867,42.33
53117,French Guiana,1867,30.5
53118,French Polynesia,1867,25.6
53119,Gabon,1867,30.6
53120,Gambia,1867,28.8
53121,Georgia,1867,29.78
53122,Germany,1867,38.37
53123,Ghana,1867,28.0
53125,Greece,1867,36.6
53126,Greenland,1867,33.87
53127,Grenada,1867,37.3
53128,Guadeloupe,1867,27.66
53129,Guam,1867,27.5
53130,Guatemala,1867,25.81
53132,Guinea,1867,30.19
53133,Guinea-Bissau,1867,32.0
53134,Guyana,1867,31.12
53135,Haiti,1867,29.0
53137,Honduras,1867,33.9
53138,"Hong Kong, China",1867,34.9
53139,Hungary,1867,36.0
53140,Iceland,1867,37.54
53141,India,1867,25.25
53142,Indonesia,1867,30.0
53143,Iran,1867,25.6
53144,Iraq,1867,31.2
53145,Ireland,1867,40.41
53147,Israel,1867,32.0
53148,Italy,1867,29.69
53149,Jamaica,1867,34.2
53150,Japan,1867,36.49
53152,Jordan,1867,31.7
53153,Kazakhstan,1867,24.1
53154,Kenya,1867,25.5
53155,Kiribati,1867,24.9
53156,North Korea,1867,26.0
53157,South Korea,1867,25.8
53160,Kuwait,1867,26.0
53161,Kyrgyz Republic,1867,21.85
53162,Lao,1867,31.9
53163,Latvia,1867,35.32
53164,Lebanon,1867,29.7
53165,Lesotho,1867,32.8
53166,Liberia,1867,31.1
53167,Libya,1867,33.1
53169,Lithuania,1867,28.9
53170,Luxembourg,1867,36.9
53171,"Macao, China",1867,34.7
53172,"Macedonia, FYR",1867,36.1
53173,Madagascar,1867,30.5
53174,Malawi,1867,30.3
53175,Malaysia,1867,30.6
53176,Maldives,1867,32.65
53177,Mali,1867,26.41
53178,Malta,1867,28.7
53180,Martinique,1867,30.15
53181,Mauritania,1867,32.0
53182,Mauritius,1867,4.0
53183,Mayotte,1867,32.5
53184,Mexico,1867,26.9
53185,"Micronesia, Fed. Sts.",1867,26.7
53186,Moldova,1867,33.15
53188,Mongolia,1867,31.8
53189,Montenegro,1867,35.4
53191,Morocco,1867,33.1
53192,Mozambique,1867,30.28
53193,Myanmar,1867,30.8
53194,Namibia,1867,32.4
53196,Nepal,1867,32.8
53197,Netherlands,1867,39.31
53198,Netherlands Antilles,1867,34.41
53199,New Caledonia,1867,26.0
53200,New Zealand,1867,34.05
53202,Nicaragua,1867,25.4
53203,Niger,1867,30.8
53204,Nigeria,1867,30.4
53209,Norway,1867,47.87
53210,Oman,1867,32.3
53211,Pakistan,1867,25.8
53213,Panama,1867,32.9
53214,Papua New Guinea,1867,31.5
53215,Paraguay,1867,35.5
53216,Peru,1867,35.7
53217,Philippines,1867,30.9
53219,Poland,1867,35.9
53220,Portugal,1867,35.6
53221,Puerto Rico,1867,30.43
53222,Qatar,1867,30.8
53223,Reunion,1867,33.0
53224,Romania,1867,35.7
53225,Russia,1867,29.57
53226,Rwanda,1867,31.8
53230,St. Lucia,1867,28.01
53232,St. Vincent and the Grenadines,1867,25.99
53234,Samoa,1867,25.4
53236,Sao Tome and Principe,1867,31.0
53237,Saudi Arabia,1867,32.1
53238,Senegal,1867,25.2
53239,Serbia,1867,35.5
53242,Seychelles,1867,37.0
53243,Sierra Leone,1867,25.1
53244,Singapore,1867,34.0
53245,Slovak Republic,1867,36.4
53246,Slovenia,1867,36.6
53247,Solomon Islands,1867,25.1
53248,Somalia,1867,29.4
53250,South Africa,1867,33.5
53252,Spain,1867,29.5
53253,Sri Lanka,1867,32.6
53254,Sudan,1867,31.4
53255,Suriname,1867,32.9
53257,Swaziland,1867,32.3
53258,Sweden,1867,46.18
53259,Switzerland,1867,38.0
53260,Syria,1867,31.1
53261,Taiwan,1867,28.3
53262,Tajikistan,1867,22.14
53263,Tanzania,1867,32.2
53264,Thailand,1867,30.4
53265,Timor-Leste,1867,28.95
53266,Togo,1867,31.3
53268,Tonga,1867,28.2
53270,Trinidad and Tobago,1867,38.8
53271,Tunisia,1867,28.8
53272,Turkey,1867,35.0
53273,Turkmenistan,1867,20.67
53276,Uganda,1867,25.3
53277,Ukraine,1867,36.6
53278,United Arab Emirates,1867,30.7
53279,United Kingdom,1867,42.62
53280,United States,1867,39.41
53281,Uruguay,1867,32.9
53283,Uzbekistan,1867,24.83
53285,Vanuatu,1867,24.3
53286,Venezuela,1867,32.2
53287,West Bank and Gaza,1867,32.1
53289,Western Sahara,1867,34.75
53290,Vietnam,1867,32.0
53291,Virgin Islands (U.S.),1867,33.4
53294,Yemen,1867,23.39
53296,Zambia,1867,32.6
53297,Zimbabwe,1867,33.7
53299,South Sudan,1867,26.67
53821,Afghanistan,1868,27.51
53823,Albania,1868,35.4
53824,Algeria,1868,11.0
53827,Angola,1868,26.98
53829,Antigua and Barbuda,1868,33.54
53830,Argentina,1868,33.2
53831,Armenia,1868,31.38
53832,Aruba,1868,34.42
53833,Australia,1868,34.05
53834,Austria,1868,34.4
53835,Azerbaijan,1868,26.55
53836,Bahamas,1868,35.18
53837,Bahrain,1868,30.3
53838,Bangladesh,1868,25.5
53839,Barbados,1868,32.12
53840,Belarus,1868,36.2
53841,Belgium,1868,42.56
53842,Belize,1868,26.5
53843,Benin,1868,31.0
53845,Bhutan,1868,28.8
53846,Bolivia,1868,33.0
53847,Bosnia and Herzegovina,1868,35.1
53848,Botswana,1868,33.6
53849,Brazil,1868,31.99
53851,Brunei,1868,29.2
53852,Bulgaria,1868,38.79
53853,Burkina Faso,1868,29.2
53854,Burundi,1868,31.5
53855,Cambodia,1868,35.0
53856,Cameroon,1868,28.75
53857,Canada,1868,42.27
53858,Cape Verde,1868,33.8
53860,Central African Republic,1868,30.0
53861,Chad,1868,30.9
53863,Chile,1868,32.0
53864,China,1868,31.87
53867,Colombia,1868,32.0
53868,Comoros,1868,32.1
53869,"Congo, Dem. Rep.",1868,31.6
53870,"Congo, Rep.",1868,32.7
53872,Costa Rica,1868,30.21
53873,Cote d'Ivoire,1868,31.16
53874,Croatia,1868,36.1
53875,Cuba,1868,30.64
53876,Cyprus,1868,38.51
53877,Czech Republic,1868,34.95
53879,Denmark,1868,45.66
53880,Djibouti,1868,29.9
53882,Dominican Republic,1868,29.9
53884,Ecuador,1868,32.9
53885,Egypt,1868,33.0
53886,El Salvador,1868,28.7
53887,Equatorial Guinea,1868,29.8
53888,Eritrea,1868,30.2
53890,Estonia,1868,37.14
53891,Ethiopia,1868,29.7
53894,Fiji,1868,26.1
53895,Finland,1868,8.11
53896,France,1868,40.23
53897,French Guiana,1868,30.5
53898,French Polynesia,1868,25.6
53899,Gabon,1868,30.6
53900,Gambia,1868,28.8
53901,Georgia,1868,29.25
53902,Germany,1868,38.37
53903,Ghana,1868,28.0
53905,Greece,1868,36.6
53906,Greenland,1868,33.87
53907,Grenada,1868,37.3
53908,Guadeloupe,1868,27.66
53909,Guam,1868,27.5
53910,Guatemala,1868,25.81
53912,Guinea,1868,30.2
53913,Guinea-Bissau,1868,32.0
53914,Guyana,1868,31.12
53915,Haiti,1868,29.0
53917,Honduras,1868,33.9
53918,"Hong Kong, China",1868,34.9
53919,Hungary,1868,36.0
53920,Iceland,1868,34.64
53921,India,1868,25.25
53922,Indonesia,1868,30.0
53923,Iran,1868,25.6
53924,Iraq,1868,31.2
53925,Ireland,1868,40.68
53927,Israel,1868,32.0
53928,Italy,1868,29.69
53929,Jamaica,1868,34.2
53930,Japan,1868,36.53
53932,Jordan,1868,31.7
53933,Kazakhstan,1868,23.58
53934,Kenya,1868,25.5
53935,Kiribati,1868,24.9
53936,North Korea,1868,26.0
53937,South Korea,1868,25.8
53940,Kuwait,1868,26.0
53941,Kyrgyz Republic,1868,21.32
53942,Lao,1868,31.9
53943,Latvia,1868,35.66
53944,Lebanon,1868,29.7
53945,Lesotho,1868,32.8
53946,Liberia,1868,31.1
53947,Libya,1868,33.1
53949,Lithuania,1868,28.9
53950,Luxembourg,1868,36.9
53951,"Macao, China",1868,34.7
53952,"Macedonia, FYR",1868,36.1
53953,Madagascar,1868,30.5
53954,Malawi,1868,30.3
53955,Malaysia,1868,30.6
53956,Maldives,1868,32.65
53957,Mali,1868,26.41
53958,Malta,1868,28.7
53960,Martinique,1868,30.15
53961,Mauritania,1868,32.0
53962,Mauritius,1868,13.65
53963,Mayotte,1868,32.5
53964,Mexico,1868,26.9
53965,"Micronesia, Fed. Sts.",1868,26.7
53966,Moldova,1868,33.15
53968,Mongolia,1868,31.8
53969,Montenegro,1868,35.4
53971,Morocco,1868,33.1
53972,Mozambique,1868,30.28
53973,Myanmar,1868,30.8
53974,Namibia,1868,32.4
53976,Nepal,1868,32.8
53977,Netherlands,1868,37.75
53978,Netherlands Antilles,1868,34.41
53979,New Caledonia,1868,26.0
53980,New Zealand,1868,34.05
53982,Nicaragua,1868,25.4
53983,Niger,1868,30.8
53984,Nigeria,1868,30.4
53989,Norway,1868,47.16
53990,Oman,1868,32.3
53991,Pakistan,1868,25.8
53993,Panama,1868,32.9
53994,Papua New Guinea,1868,31.5
53995,Paraguay,1868,35.5
53996,Peru,1868,35.7
53997,Philippines,1868,30.9
53999,Poland,1868,35.9
54000,Portugal,1868,35.6
54001,Puerto Rico,1868,30.43
54002,Qatar,1868,30.8
54003,Reunion,1868,33.0
54004,Romania,1868,35.7
54005,Russia,1868,27.85
54006,Rwanda,1868,31.8
54010,St. Lucia,1868,28.01
54012,St. Vincent and the Grenadines,1868,25.99
54014,Samoa,1868,25.4
54016,Sao Tome and Principe,1868,31.0
54017,Saudi Arabia,1868,32.1
54018,Senegal,1868,25.2
54019,Serbia,1868,35.5
54022,Seychelles,1868,37.0
54023,Sierra Leone,1868,25.1
54024,Singapore,1868,34.0
54025,Slovak Republic,1868,36.4
54026,Slovenia,1868,36.6
54027,Solomon Islands,1868,25.1
54028,Somalia,1868,29.4
54030,South Africa,1868,33.5
54032,Spain,1868,29.5
54033,Sri Lanka,1868,32.6
54034,Sudan,1868,31.4
54035,Suriname,1868,32.9
54037,Swaziland,1868,32.3
54038,Sweden,1868,43.23
54039,Switzerland,1868,38.0
54040,Syria,1868,31.1
54041,Taiwan,1868,28.3
54042,Tajikistan,1868,21.62
54043,Tanzania,1868,32.2
54044,Thailand,1868,30.4
54045,Timor-Leste,1868,28.95
54046,Togo,1868,31.3
54048,Tonga,1868,28.2
54050,Trinidad and Tobago,1868,38.8
54051,Tunisia,1868,9.8
54052,Turkey,1868,35.0
54053,Turkmenistan,1868,19.84
54056,Uganda,1868,25.3
54057,Ukraine,1868,36.6
54058,United Arab Emirates,1868,30.7
54059,United Kingdom,1868,42.0
54060,United States,1868,39.41
54061,Uruguay,1868,32.9
54063,Uzbekistan,1868,24.31
54065,Vanuatu,1868,24.3
54066,Venezuela,1868,32.2
54067,West Bank and Gaza,1868,32.1
54069,Western Sahara,1868,34.75
54070,Vietnam,1868,32.0
54071,Virgin Islands (U.S.),1868,33.4
54074,Yemen,1868,23.39
54076,Zambia,1868,32.6
54077,Zimbabwe,1868,33.7
54079,South Sudan,1868,26.67
54601,Afghanistan,1869,27.5
54603,Albania,1869,35.4
54604,Algeria,1869,15.0
54607,Angola,1869,26.98
54609,Antigua and Barbuda,1869,33.54
54610,Argentina,1869,33.2
54611,Armenia,1869,31.42
54612,Aruba,1869,34.42
54613,Australia,1869,34.05
54614,Austria,1869,34.4
54615,Azerbaijan,1869,26.59
54616,Bahamas,1869,35.18
54617,Bahrain,1869,30.3
54618,Bangladesh,1869,25.5
54619,Barbados,1869,32.12
54620,Belarus,1869,36.2
54621,Belgium,1869,42.58
54622,Belize,1869,26.5
54623,Benin,1869,31.0
54625,Bhutan,1869,28.8
54626,Bolivia,1869,33.0
54627,Bosnia and Herzegovina,1869,35.1
54628,Botswana,1869,33.6
54629,Brazil,1869,31.99
54631,Brunei,1869,29.2
54632,Bulgaria,1869,38.84
54633,Burkina Faso,1869,29.2
54634,Burundi,1869,31.5
54635,Cambodia,1869,35.0
54636,Cameroon,1869,28.75
54637,Canada,1869,42.36
54638,Cape Verde,1869,33.8
54640,Central African Republic,1869,30.0
54641,Chad,1869,30.9
54643,Chile,1869,32.0
54644,China,1869,31.91
54647,Colombia,1869,32.0
54648,Comoros,1869,32.1
54649,"Congo, Dem. Rep.",1869,31.6
54650,"Congo, Rep.",1869,32.7
54652,Costa Rica,1869,30.21
54653,Cote d'Ivoire,1869,31.16
54654,Croatia,1869,36.1
54655,Cuba,1869,29.6
54656,Cyprus,1869,38.51
54657,Czech Republic,1869,34.95
54659,Denmark,1869,46.13
54660,Djibouti,1869,29.9
54662,Dominican Republic,1869,29.9
54664,Ecuador,1869,32.9
54665,Egypt,1869,33.0
54666,El Salvador,1869,28.7
54667,Equatorial Guinea,1869,29.8
54668,Eritrea,1869,30.2
54670,Estonia,1869,39.2
54671,Ethiopia,1869,29.7
54674,Fiji,1869,26.1
54675,Finland,1869,37.12
54676,France,1869,41.14
54677,French Guiana,1869,30.5
54678,French Polynesia,1869,25.6
54679,Gabon,1869,30.6
54680,Gambia,1869,28.8
54681,Georgia,1869,29.3
54682,Germany,1869,38.37
54683,Ghana,1869,28.0
54685,Greece,1869,36.6
54686,Greenland,1869,33.87
54687,Grenada,1869,37.3
54688,Guadeloupe,1869,27.66
54689,Guam,1869,27.5
54690,Guatemala,1869,25.81
54692,Guinea,1869,30.21
54693,Guinea-Bissau,1869,32.0
54694,Guyana,1869,31.12
54695,Haiti,1869,29.0
54697,Honduras,1869,33.9
54698,"Hong Kong, China",1869,34.9
54699,Hungary,1869,36.0
54700,Iceland,1869,28.03
54701,India,1869,21.3
54702,Indonesia,1869,30.0
54703,Iran,1869,25.6
54704,Iraq,1869,31.2
54705,Ireland,1869,40.94
54707,Israel,1869,32.0
54708,Italy,1869,29.69
54709,Jamaica,1869,34.2
54710,Japan,1869,36.56
54712,Jordan,1869,31.7
54713,Kazakhstan,1869,23.62
54714,Kenya,1869,25.5
54715,Kiribati,1869,24.9
54716,North Korea,1869,26.0
54717,South Korea,1869,25.8
54720,Kuwait,1869,26.0
54721,Kyrgyz Republic,1869,21.37
54722,Lao,1869,31.9
54723,Latvia,1869,35.99
54724,Lebanon,1869,29.7
54725,Lesotho,1869,32.8
54726,Liberia,1869,31.1
54727,Libya,1869,33.1
54729,Lithuania,1869,28.9
54730,Luxembourg,1869,36.9
54731,"Macao, China",1869,34.7
54732,"Macedonia, FYR",1869,36.1
54733,Madagascar,1869,30.5
54734,Malawi,1869,30.3
54735,Malaysia,1869,30.6
54736,Maldives,1869,32.65
54737,Mali,1869,26.41
54738,Malta,1869,28.7
54740,Martinique,1869,30.15
54741,Mauritania,1869,32.0
54742,Mauritius,1869,26.45
54743,Mayotte,1869,32.5
54744,Mexico,1869,26.9
54745,"Micronesia, Fed. Sts.",1869,26.7
54746,Moldova,1869,33.15
54748,Mongolia,1869,31.8
54749,Montenegro,1869,35.4
54751,Morocco,1869,33.1
54752,Mozambique,1869,30.28
54753,Myanmar,1869,30.8
54754,Namibia,1869,32.4
54756,Nepal,1869,32.8
54757,Netherlands,1869,40.47
54758,Netherlands Antilles,1869,34.41
54759,New Caledonia,1869,26.0
54760,New Zealand,1869,34.05
54762,Nicaragua,1869,25.4
54763,Niger,1869,30.8
54764,Nigeria,1869,30.4
54769,Norway,1869,49.25
54770,Oman,1869,32.3
54771,Pakistan,1869,25.8
54773,Panama,1869,32.9
54774,Papua New Guinea,1869,31.5
54775,Paraguay,1869,35.5
54776,Peru,1869,35.7
54777,Philippines,1869,30.9
54779,Poland,1869,35.9
54780,Portugal,1869,35.6
54781,Puerto Rico,1869,30.43
54782,Qatar,1869,30.8
54783,Reunion,1869,33.0
54784,Romania,1869,35.7
54785,Russia,1869,27.93
54786,Rwanda,1869,31.8
54790,St. Lucia,1869,28.01
54792,St. Vincent and the Grenadines,1869,25.99
54794,Samoa,1869,25.4
54796,Sao Tome and Principe,1869,31.0
54797,Saudi Arabia,1869,32.1
54798,Senegal,1869,25.2
54799,Serbia,1869,35.5
54802,Seychelles,1869,37.0
54803,Sierra Leone,1869,25.1
54804,Singapore,1869,34.0
54805,Slovak Republic,1869,36.4
54806,Slovenia,1869,36.6
54807,Solomon Islands,1869,25.1
54808,Somalia,1869,29.4
54810,South Africa,1869,33.5
54812,Spain,1869,29.5
54813,Sri Lanka,1869,32.6
54814,Sudan,1869,31.4
54815,Suriname,1869,32.9
54817,Swaziland,1869,32.3
54818,Sweden,1869,40.96
54819,Switzerland,1869,38.0
54820,Syria,1869,31.1
54821,Taiwan,1869,28.3
54822,Tajikistan,1869,21.66
54823,Tanzania,1869,32.2
54824,Thailand,1869,30.4
54825,Timor-Leste,1869,28.95
54826,Togo,1869,31.3
54828,Tonga,1869,28.2
54830,Trinidad and Tobago,1869,38.8
54831,Tunisia,1869,28.8
54832,Turkey,1869,35.0
54833,Turkmenistan,1869,19.88
54836,Uganda,1869,25.3
54837,Ukraine,1869,36.6
54838,United Arab Emirates,1869,30.7
54839,United Kingdom,1869,41.67
54840,United States,1869,39.41
54841,Uruguay,1869,32.9
54843,Uzbekistan,1869,24.35
54845,Vanuatu,1869,24.3
54846,Venezuela,1869,32.2
54847,West Bank and Gaza,1869,32.1
54849,Western Sahara,1869,34.75
54850,Vietnam,1869,32.0
54851,Virgin Islands (U.S.),1869,33.4
54854,Yemen,1869,23.39
54856,Zambia,1869,32.6
54857,Zimbabwe,1869,33.7
54859,South Sudan,1869,26.67
55381,Afghanistan,1870,27.49
55383,Albania,1870,35.4
55384,Algeria,1870,22.0
55387,Angola,1870,26.98
55389,Antigua and Barbuda,1870,33.54
55390,Argentina,1870,33.2
55391,Armenia,1870,31.46
55392,Aruba,1870,34.42
55393,Australia,1870,34.05
55394,Austria,1870,34.4
55395,Azerbaijan,1870,26.63
55396,Bahamas,1870,35.18
55397,Bahrain,1870,30.3
55398,Bangladesh,1870,25.5
55399,Barbados,1870,32.12
55400,Belarus,1870,36.2
55401,Belgium,1870,40.92
55402,Belize,1870,26.5
55403,Benin,1870,31.0
55405,Bhutan,1870,28.8
55406,Bolivia,1870,33.0
55407,Bosnia and Herzegovina,1870,35.1
55408,Botswana,1870,33.6
55409,Brazil,1870,31.99
55411,Brunei,1870,29.2
55412,Bulgaria,1870,38.88
55413,Burkina Faso,1870,29.2
55414,Burundi,1870,31.5
55415,Cambodia,1870,35.0
55416,Cameroon,1870,28.75
55417,Canada,1870,42.46
55418,Cape Verde,1870,33.8
55420,Central African Republic,1870,30.0
55421,Chad,1870,30.9
55423,Chile,1870,32.0
55424,China,1870,31.96
55427,Colombia,1870,32.0
55428,Comoros,1870,32.1
55429,"Congo, Dem. Rep.",1870,31.6
55430,"Congo, Rep.",1870,32.7
55432,Costa Rica,1870,30.21
55433,Cote d'Ivoire,1870,31.16
55434,Croatia,1870,36.1
55435,Cuba,1870,29.66
55436,Cyprus,1870,38.51
55437,Czech Republic,1870,34.95
55439,Denmark,1870,46.06
55440,Djibouti,1870,29.9
55442,Dominican Republic,1870,29.9
55444,Ecuador,1870,32.9
55445,Egypt,1870,33.0
55446,El Salvador,1870,28.7
55447,Equatorial Guinea,1870,29.8
55448,Eritrea,1870,30.2
55450,Estonia,1870,41.25
55451,Ethiopia,1870,29.7
55454,Fiji,1870,26.1
55455,Finland,1870,45.66
55456,France,1870,36.41
55457,French Guiana,1870,30.5
55458,French Polynesia,1870,25.6
55459,Gabon,1870,30.6
55460,Gambia,1870,28.8
55461,Georgia,1870,29.34
55462,Germany,1870,38.37
55463,Ghana,1870,28.0
55465,Greece,1870,36.6
55466,Greenland,1870,33.87
55467,Grenada,1870,37.3
55468,Guadeloupe,1870,27.66
55469,Guam,1870,27.5
55470,Guatemala,1870,25.81
55472,Guinea,1870,30.22
55473,Guinea-Bissau,1870,32.0
55474,Guyana,1870,31.12
55475,Haiti,1870,29.0
55477,Honduras,1870,33.9
55478,"Hong Kong, China",1870,34.9
55479,Hungary,1870,36.0
55480,Iceland,1870,38.37
55481,India,1870,25.44
55482,Indonesia,1870,30.0
55483,Iran,1870,25.6
55484,Iraq,1870,31.2
55485,Ireland,1870,41.21
55487,Israel,1870,32.0
55488,Italy,1870,29.69
55489,Jamaica,1870,34.2
55490,Japan,1870,36.59
55492,Jordan,1870,31.7
55493,Kazakhstan,1870,23.67
55494,Kenya,1870,25.5
55495,Kiribati,1870,24.9
55496,North Korea,1870,26.0
55497,South Korea,1870,25.8
55500,Kuwait,1870,26.0
55501,Kyrgyz Republic,1870,21.41
55502,Lao,1870,31.9
55503,Latvia,1870,36.32
55504,Lebanon,1870,29.7
55505,Lesotho,1870,32.8
55506,Liberia,1870,31.1
55507,Libya,1870,33.1
55509,Lithuania,1870,28.9
55510,Luxembourg,1870,36.9
55511,"Macao, China",1870,34.7
55512,"Macedonia, FYR",1870,36.1
55513,Madagascar,1870,30.5
55514,Malawi,1870,30.3
55515,Malaysia,1870,30.6
55516,Maldives,1870,32.65
55517,Mali,1870,26.41
55518,Malta,1870,28.7
55520,Martinique,1870,30.15
55521,Mauritania,1870,32.0
55522,Mauritius,1870,39.29
55523,Mayotte,1870,32.5
55524,Mexico,1870,26.9
55525,"Micronesia, Fed. Sts.",1870,26.7
55526,Moldova,1870,33.15
55528,Mongolia,1870,31.8
55529,Montenegro,1870,35.4
